class_index,review_text
2,a major film studio
2,from succumbing to its own bathos
2,Michael Caine
1,This kiddie-oriented stinker
2,to countless interpretations
2,its over-the-top way
2,long list
2,movie way
1,Totally overwrought
2,typical Majid Majidi shoe-loving
3,life affirming
2,unadulterated
3,their heroic capacity
2,in a changing world
2,disappears entirely
2,the general 's fate
3,at least one damn fine
1,turns the stomach
3,able to muster a lot of emotional resonance in the cold vacuum of space
2,with a metaphor
4,new kind
2,The only type
2,this silly con job sing
2,You ca n't go home again
2,from Taiwanese auteur Tsai Ming-liang
2,R-rated
2,worries
2,Often demented in a good way
1,dead bodies
2,check this one
1,waged among victims and predators settle into an undistinguished rhythm of artificial suspense
1,used to burn every print of the film
2,Secrets
3,a finely written
4,a perfect Wildean actor
4,elegant
2,It 's hard to fairly judge a film like RINGU when you 've seen the remake first .
2,Hip-Hop Scooby-Doo
1,pinheads who talk throughout the show .
2,the characters ' lives
2,\* A \* S \* H '' only this time
4,Rarely have I seen a film so willing to champion the fallibility of the human heart .
3,that few movies have ever approached
2,comprehension
2,about whose fate
2,an example
3,of tradition and warmth
3,a legendary professor
2,is admire the ensemble players and wonder what the point of it is .
2,wrong turns
2,know what makes Holly and Marina tick
2,slightly strange French films
3,provides a strong itch to explore more .
2,to work as a piece of storytelling
1,a medium-grade network sitcom --
3,'s never dull and always looks good
2,wrecks
2,the long build-up of expository material
2,worked a little harder
3,very funny as you peek at it through the fingers in front of your eyes
2,you 'd expect
2,slo-mo sequences
0,yet unforgivingly inconsistent depiction
2,no small part thanks to Lau
2,is in Nine Queens
4,a simply astounding cor-blimey-luv-a-duck cockney accent
1,unromantic
3,live the mood
3,odd purity
3,whose meaning and
3,a rounded and revealing overview
2,all about the original conflict
0,Dismally dull sci-fi comedy .
1,has such an irrepressible passion for sappy situations and dialogue
4,It 's a masterpeice .
4,enjoy the perfectly pitched web of tension
2,About Schmidt -RRB-
3,can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history .
2,an underlying seriousness
1,brainless flibbertigibbet
2,gut-wrenching style
2,one viewing
2,Hey Arnold !
3,the soulful gravity
3,of spirit
2,Like The Full Monty
1,it 's pretty far from a treasure
2,4\/5ths of it
2,own profession
2,shot for the big screen .
2,front and
3,all the way
2,or indeed from any Plympton film
2,an audience 's intelligence
3,say for plenty of movies that flow through the Hollywood pipeline without a hitch
4,Heartwarming and gently comic even as the film breaks your heart
3,production values & Christian Bale 's charisma make up for a derivative plot
2,has its handful of redeeming features
1,messing
2,As I settled into my World War II memories
2,against the MPAA
1,Control-Alt-Delete
2,here bothered to check it twice .
2,crooks
2,approach to the other
2,Disney version
3,with poetic imagery
4,Enriched by a strong and unforced supporting cast .
4,enjoyable comedy
1,suffers from the awkwardness that results from adhering to the messiness of true stories
2,Napoleon 's last years and his surprising discovery of love and humility
2,career -
3,all but spits out Denzel Washington 's fine performance in the title role .
2,Spader and Gyllenhaal
1,overstuffed and
2,self-conscious but
2,Teens only .
2,grandly called his ` angels of light
3,introduces
2,has air conditioning
2,of mankind
2,islanders
1,The biggest problem with Roger Avary 's uproar against the MPAA
2,had thought
2,goes with it
2,their celebrity parents
2,initial promise
2,that we `` do n't care about the truth
1,of great actors hamming it up
3,optimistic
3,a Kiss
2,the IMAX cinema
4,winning performances
3,a worthwhile glimpse of independent-community guiding lights
2,wants many things
2,a heart and reality
2,threw loads of money
0,sordid and disgusting
3,welcome perspective
2,in the French coming-of-age genre
1,a low rate Annie
1,somewhat predictable
2,spite of featuring a script credited to no fewer than five writers
2,wit it plays like a reading from Bartlett 's Familiar Quotations
1,flimsy ending
0,'ve wasted nearly two hours of your own precious life with this silly little puddle of a movie
1,With a completely predictable plot
2,South Korean filmmakers
2,the gender-war ideas original
1,never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting
3,a tribute to the power of women to heal
1,maudlin or
2,a column
2,to give voice to the other side
1,are in tatters
2,tour de force
0,realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already
1,pretended not to see it
1,of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination
2,are intended to make it shine
2,The star
2,Robert Louis Stevenson 's Treasure Island
3,some special qualities
4,directs this film always keeping the balance between the fantastic and the believable ...
1,groan
1,the pesky moods
3,deviously adopts the guise of a modern motion picture
2,men would act if they had periods
2,of Stuart Little 2
2,all the big build-up
3,'s Unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue
3,present some profound social commentary
3,required viewing in university computer science departments for years to come
2,non-exploitive
3,sufficiently
3,The Emperor 's Club any time
2,It -RRB- highlights not so much the crime lord 's messianic bent
2,tub
1,'s depression
2,they owed to Benigni
2,your affection
2,Chuck
1,while it evaporates like so much crypt mist in the brain
4,an engaging fantasy
3,The campy results make Mel Brooks ' Borscht Belt schtick look sophisticated .
2,a television monitor
4,tender and touching
0,Does n't come close to justifying the hype that surrounded its debut at the Sundance Film Festival two years ago .
2,lay
1,Hrs
2,for a high-powered star pedigree
4,highly professional film
2,A college story
4,a sadistic bike flick that would have made Vittorio De Sica proud
2,some things
2,landscapes
1,is a little too in love
2,Festival in Cannes
1,a low-budget movie in which inexperienced children play the two main characters
1,see a devastating comic impersonation
2,from any cinematic razzle-dazzle
2,gives you something
2,Chris Cooper 's agency boss close
3,genuinely funny jokes
3,has at least one more story to tell : his own
2,the foot
1,of every bad action-movie line in history
2,birthday party
1,sickeningly savage
2,for its only partly synthetic decency
3,to be passionate and truthful
2,the picture 's cleverness is ironically muted by the very people who are intended to make it shine
3,terminally cute drama
0,could hate it for the same reason
2,is n't mainly suspense or excitement
3,lust and love
2,every line and sag
0,insistent and repetitive
2,101
3,something of a public service
2,certain ghoulish
2,from the athleticism
3,with energy and innovation
3,potentially enticing
3,razor-sided tuning
2,in war-torn Jerusalem
3,Perry 's good and his is an interesting character
2,the other good actors
0,is a disaster .
3,best seller
3,high points
2,above the material realm
3,bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .
0,An artsploitation movie with too much exploitation and too little art .
1,too polite to scale the lunatic heights of Joe Dante 's similarly styled Gremlins
1,to intolerable levels
2,Robert De Niro
1,means scary horror movie
2,have fun with
3,agile
0,is so prolonged and boring
2,this movie is supposed to warm our hearts
3,movie that portrays the frank humanity of ... emotional recovery
3,an unflinching and objective look
2,is at work here
2,Peter Mattei 's Love in the Time of Money
2,pitted
2,the cartoons
2,make any sense
1,their recklessness
2,Do The Right Thing
1,far too staid
3,with the lovely Hush
1,dulled your senses faster and deeper than any recreational drug on the market
2,a festival film
1,a predictable outcome and a screenplay
2,Godard 's movies
2,sets Ms. Birot 's film apart
1,sugary sentiment and withholds delivery on the pell-mell
2,several
2,both kids
2,the dreaded King Brown snake
2,generating about as much chemistry
2,much crypt
4,fascinating experiment
2,adequate performances
4,a fluid and mesmerizing sequence
2,Griffiths
2,if you 're depressed about anything before watching this film
2,the end Sum of All Fears
3,of paint-by-number romantic comedies
2,to be combined with the misconceived final 5
3,scarily funny
2,a quickie TV special than a feature film
1,vent -LRB-
2,even if the screenplay falls somewhat short
2,players
2,without feeling embarrassed
2,bled the raw film stock
2,the most fluent
2,an exploration of the thornier aspects of the nature\/nurture argument in regards
3,Chicago make the transition from stage to screen with considerable appeal intact
2,that defines us all
2,in the IMAX format
2,somber earnestness
2,in swoony music and fever-pitched melodrama
3,clears the cynicism right out of you .
2,on empty
3,at least a decent attempt at meaningful cinema
2,'s one tough rock
1,To show these characters in the act and give them no feelings of remorse
2,It was a dark and stormy night ...
3,with most of the big summer movies
0,... is dudsville .
2,tearing `
2,already has one strike against it .
2,be wistful for the testosterone-charged wizardry of Jerry Bruckheimer productions
2,of Bugsy than the caterer
1,wo n't be an -RRB-
0,It 's a barely tolerable slog over well-trod ground .
1,'s lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .
0,dehumanizing
4,A much better documentary
2,than half
3,healing process
2,pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories
1,at the least demanding of demographic groups
3,the fine line between cheese and earnestness remarkably well
2,'re never
2,rises above mediocrity
2,steamy as
2,Routine and rather silly
1,seems to have forgotten everything he ever knew about generating suspense
1,fairly lame
2,What 's really so appealing about the characters
2,We started to wonder if ...
2,teenager 's
2,the Chelsea Hotel today
3,a nifty plot line
2,conflicted gay coming-of-age tale .
3,character-driven storytelling
2,when talking to Americans
2,50-something lovebirds
2,from any cinematic razzle-dazzle but
2,a three-minute sketch
3,for Happiness
2,known for
2,guessing
4,clever dialogue and likeable characters
2,may have decided that -- when it comes to truncheoning -- it 's better to give than to receive
2,modern remake
3,an impacting film
3,imbued with passion and attitude .
2,McFarlane
2,I 'd want something a bit more complex than We Were Soldiers to be remembered by .
2,dictate
0,This is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .
3,a whip-smart sense of narrative bluffs
2,likely to enjoy on a computer
2,pro-Serb
2,director Clare Peploe 's
2,are usually depressing but rewarding .
1,tries to pump life into overworked elements from Eastwood 's Dirty Harry period
2,crystallize
0,Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party
2,similarly themed Yi Yi
2,majority
2,a wind-tunnel and
2,ballot box
3,Collateral Damage offers formula payback and the Big Payoff
1,two star script
2,of many
3,I loved the look of this film .
2,D.J. Caruso 's
1,would anyone cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects ?
2,an invaluable record of that special fishy community
3,means a great movie
2,call for prevention rather than to place blame
0,disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling
2,a ` children 's ' song
3,ultimate Scorsese film
2,bid to hold our attention
2,season pics
4,A solidly entertaining little film
3,funny and sad
2,has been perpetrated here .
1,whose valuable messages are forgotten 10 minutes after the last trombone
2,does catch on
2,reflections
2,collaborators '
2,heal
4,made a film so unabashedly hopeful that it actually makes the heart soar
1,is just a corny examination of a young actress trying to find her way .
2,acting is the heart and soul of cinema
2,helluva
1,listless
2,to help a Jewish friend
3,class reunion mixer
2,acting ` chops '
2,considered work
3,is pretty funny now and then without in any way demeaning its subjects .
3,is obviously a labour of love
3,is entertaining .
2,of Anton Chekhov 's The Cherry Orchard
4,icily brilliant
2,with this theme
3,fitting
2,true stories
4,A remarkably insightful look at the backstage angst of the stand-up comic .
2,is not even
0,been recycled more times than I 'd care to count
3,trying to be more complex than your average film
1,putrid pond
3,#NOM?
3,a gritty police thriller
2,own way
4,puts a suspenseful spin on standard horror flick formula .
3,Bielinsky is a filmmaker of impressive talent .
2,turned out
1,feel cheated by the high infidelity of Unfaithful
2,to commercial
2,witness in a movie theatre for some time
3,gentle and engrossing character
1,` masterpiece ' and ` triumph ' and all that malarkey
2,in something that is improbable
2,is pretty diverting
2,like many before his
2,here and
1,explains its characters ' decisions only unsatisfactorily
2,little less bling-bling and
2,box office money
2,rounded and
2,one correct interpretation
2,it is too cute by half
3,psychological thriller
2,be remembered for the 9-11 terrorist attacks
1,improperly hammy performance
3,it is notable for its stylistic austerity and forcefulness
3,into heaven
2,Kung Pow
1,unfocused and tediously exasperating
2,energy and
2,Michael Stewart
2,Brooms
2,too many times
2,is free
0,Nothing overly original
2,screen veteran
2,it is and
2,by Antwone Fisher
2,droll
1,The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .
2,good about
2,and not necessarily for kids
2,carries the day
3,Beating the Austin Powers films at their own game
2,only used for a few minutes here and there
2,character dimension
2,In all the annals of the movies
1,unsuccessfully
2,Altar
2,a scenario
2,where adults behave like kids
2,weekend upload
2,squirts
2,civic action laudable
1,There 's very little sense to what 's going on here
1,to whom we might not give a second look if we passed them on the street
2,the back
3,manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor
0,plays better only for the film 's publicists or for people who take as many drugs as the film 's characters
2,show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .
3,Deliciously
1,fear and paranoia
2,richer and
2,pretended not to see it and left it lying there
2,separate crises
2,frightful
2,of age
2,working from Don Mullan 's script
1,does n't really believe in it
1,a kind of abstract guilt
3,sharp comic timing
2,creating
3,engrossing and different
2,-LRB- but not great -RRB-
3,in the face of the character 's blank-faced optimism
0,It would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire .
3,A delightful entree in the tradition of food movies
2,it is almost a good movie
2,on the diciness of colonics
2,has deftly
2,equals
2,of two marvelously
0,smug and convoluted
2,slap-happy mood
1,geriatric Peter
2,of Sight
1,with an adequate reason why we should pay money for what we can get on television for free
2,Benigni persona
2,The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .
2,humanity
2,happily-ever
2,blind eye
2,See Scratch
2,made movie that is no more than mildly amusing
1,was as superficial as the forced New Jersey lowbrow accent Uma had
2,a somber trip
1,Opera on film is never satisfactory .
3,is more timely now than ever .
2,think you are making sense of it
1,substitute plot for personality
1,fourth-rate
2,Barney
2,contemporary culture
3,Mr. Rose 's updating works surprisingly well .
2,who
2,a movie character more unattractive or odorous
2,` message-movie ' posturing
3,set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it did n't try to .
4,Toback 's deranged immediacy makes it seem fresh again .
4,A touching drama about old age and grief with a tour de
2,upscale audiences
2,might be `` How does Steven Seagal come across these days ?
3,opts to overlook this goofily endearing and well-lensed gorefest
1,stereotypes
3,move so easily across racial and cultural lines in the film
2,is fighting whom here
1,Has a customarily jovial air but a deficit of flim-flam inventiveness .
1,Obvious .
2,all-time
2,'s OK
2,Chicago-based
4,a good deal funnier than his original
2,the flip-flop
3,enhances the quality of Neil Burger 's impressive fake documentary .
1,Two-bit potboiler .
1,condescending
2,The symbols float like butterflies and the spinning styx sting like bees .
1,into a battle of wills that is impossible to care about and is n't very funny
2,with titles
3,sensual delights and simmering violence
1,are clinically depressed
2,moviemaking process
2,a topic
4,of pure craft and passionate heart
2,of Ron Howard 's Apollo 13 in the IMAX format
3,Project Greenlight '' winner
2,what you see
3,engrossing and grim
2,more than its fair share of saucy
2,surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them .
2,that embroils two young men
4,of genuine excitement
1,with very little story or character
2,is a cheat
2,another revenge film
1,left in the broiling sun for a good three days
2,on the set
2,Evans
2,is so relentlessly harmless
2,While it 's nothing we have n't seen before from Murphy
2,indoors
2,lemon drop
2,almost every possible way
2,Polson
2,about sociopaths and their marks
0,long and tedious
2,not the first
2,film Titus
1,sit near the back
2,pre-teen crowd
2,at the expense of his narrative
1,Every visual joke is milked
2,a grievous but obscure complaint against fathers
4,of what is in many ways a fresh and dramatically substantial spin on the genre
2,into the wounds of the tortured and self-conscious material
1,are simply too bland to be interesting .
2,election process
2,became more and more abhorrent
1,remains as guarded as a virgin with a chastity belt
2,to a lightweight story about matchmaking
2,curtains
2,mulls leaving the familiar to traverse uncharted ground
1,is broken by frequent outbursts of violence and noise
3,dystopian
1,makes little attempt
1,told and retold
1,a difficult time
2,distress
2,frequently insightful
3,'s unique and quirky about Canadians
3,dollars
1,the urge to doze
3,Peter Jackson has done the nearly impossible .
2,Welsh
3,he respects the material without sentimentalizing it
3,one colorful event to another
2,to the original text
1,Make Chan 's action sequences boring .
2,shivers
2,do n't really
2,take everyone
2,of an after-school special
2,female comics
2,flows as naturally as Jolie 's hideous yellow ` do
1,Dodgy
2,at least interesting
2,the various households
4,learning but inventing a remarkable new trick
1,is devoid of wit and humor
1,provides a tenacious demonstration of death as the great equalizer .
3,backstage must-see
1,the same number of continuity errors
2,None of this
2,precocious kids
2,ruinous legacy
0,absurd lengths
1,`` Ballistic : Ecks vs. Sever '' seems as safe as a children 's film .
2,Blue Crush
2,on each other
3,An intriguing look at the French film industry during the German occupation ;
3,remains sporadically funny throughout
2,loopholes
2,is so film-culture referential
2,A penetrating glimpse into the tissue-thin ego of the stand-up comic .
2,Pianist
2,every other Carmen
2,what its title implies
2,gurus
3,reasonably good
2,adorns
3,all the classic dramas
2,the festival
1,Infidelity
1,do n't care about being stupid
2,a home
2,is half as
2,Project real-time roots
1,an incongruous summer playoff
2,laughable contrivance
2,hippie-turned-yuppie
2,giving in to it
2,the level of kids ' television and plot threads
3,the wildly popular Vin Diesel in the equation
2,everybody else
1,too much kid-vid
3,the real Antwone Fisher was able to overcome his personal obstacles and become a good man
3,eloquent -LRB- meditation -RRB- on death and
2,young Brendan
1,Slackers ' jokey approach to college education
2,are not enough
2,that produced this project ...
2,started with a great premise and
3,the pitch-perfect Forster to the always hilarious Meara and Levy
3,a Lynch-like vision
1,getting around the fact that this is Revenge Of The Nerds Revisited --
2,a lot on how interesting and likable you find them
1,disguising this
3,be both hugely entertaining and uplifting
2,is one
1,receding
3,float like butterflies and the spinning styx sting like bees .
3,would be a rarity in Hollywood
2,my aisle 's
2,plate
4,original and highly cerebral
2,7th
2,a martial-arts flick
2,flick for that matter
3,unexpectedly insightful
4,she deftly spins the multiple stories in a vibrant and intoxicating fashion
3,Canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the Inuit people .
1,running off
2,actor
2,Despite the fact that this film was n't as bad as I thought it was going to be
3,make the stones weep -- as shameful
1,soft-porn
1,also represents glossy Hollywood at its laziest .
0,the poor acting
3,striking villains
2,every possible way
2,do n't want to call the cops
2,more often than the warfare
2,an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence
1,no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance
2,longevity
1,the finish line winded but
2,blacklight crowd
2,of Iranian
2,that A.C. will help this movie one bit
4,most savory and hilarious
3,with his usual intelligence and subtlety
3,a few tasty morsels under your belt
2,A reminder that beyond all the hype and recent digital glitz
2,realism or surrealism
2,ESPN 's
3,telling what at heart is a sweet little girl
2,visual in-jokes
2,trying to be daring and original
3,50-year friendship
2,a marching band
1,You can tell almost immediately that Welcome to Collinwood is n't going to jell .
0,like a cold old man going through the motions
2,creator
3,at Blockbuster
1,of an awkward Hitchcockian theme in tact
2,Proof of this
2,is smarter and subtler than -LRB- Total Recall and Blade Runner -RRB-
3,unique and entertaining twist
2,remains fairly light
1,A big fat pain .
3,that lends the setting the ethereal beauty of an Asian landscape painting
2,fit the story
1,A characteristically engorged and sloppy
2,by events seemingly out of their control
3,The action is reasonably well-done ...
3,much needed
2,need of another couple of
2,a couple of times
2,Generation '
2,into the games
1,way too mushy -- and in a relatively short amount of time
3,offers opportunities for occasional smiles and
2,more dimensional and
3,is a very ambitious project for a fairly inexperienced filmmaker
2,explored .
3,Its engaging simplicity
1,The Rock on a Wal-Mart budget
3,good at being the ultra-violent gangster wannabe
2,of Beck 's next project
2,sometimes infuriating
2,think about them
3,is the kind of movie that deserves a chance to shine
2,the 30-year friendship
3,a big splash
2,color schemes
2,about 10
2,sure how things will work out
3,very simply sets out to entertain and ends up delivering in good measure
2,about same
1,Just the sort of lazy tearjerker that gives movies about ordinary folk a bad name .
1,brought down
3,get more re-creations of all those famous moments
2,dreaming
2,of human blood
1,for the movie 's failings
1,Stains
3,The charming result is Festival in Cannes .
2,A characteristically engorged and sloppy coming-of-age movie
2,survivors
2,'d look like
2,Contempt and
2,an admirably dark first script
3,achieves its main strategic objective
3,the multi-layers
2,a good ear
2,the wild
3,suspect it might deliver again and again
0,The lack of naturalness makes everything seem self-consciously poetic and forced ... It 's a pity that -LRB- Nelson 's -RRB- achievement does n't match his ambition .
2,for a long while
2,Garcia and the other actors help
4,is fascinating
3,cannibal lust above the ordinary
2,the carnage
0,but one relentlessly depressing situation after another for its entire running time
1,quirky rip-off prison
2,the too-frosty exterior Ms. Paltrow employs to authenticate her British persona is another liability
1,sometimes improbable
1,the plot -LRB- other than its one good idea -RRB- and the movie 's inescapable air of sleaziness
2,being Hal Hartley to function as pastiche
3,'d do well to check this one out because it 's straight up Twin Peaks action
2,of a young person
4,is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort
2,If they broke out into elaborate choreography
2,up walking out not only satisfied
2,unashamedly appropriated from the teen-exploitation playbook
3,... there is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .
4,enjoyable family
3,satisfying destination
2,some glimpses
2,De Niro 's
2,the New Age
0,The story 's pathetic and
1,check your brain at the door
2,is ultimately suspiciously familiar
1,lazy material
4,with the two leads delivering Oscar-caliber performances
2,Pollyana
2,watching an Eastern imagination explode
3,work as well as a remarkably faithful one
2,the oddest
1,I 'm not generally a fan of vegetables
2,social critics
2,'s surely something
2,have laughed
2,occurs often
2,stifling its creator 's comic voice
1,Well-meant but unoriginal .
2,the 1971 musical
3,delight in the images
3,'s notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals
3,is better than you might think
3,its initial promise
3,lifting the pedestal higher
2,that the real horror may be waiting for us at home
2,sharp slivers and
2,for skin
2,a prim exterior
3,such high-wattage brainpower coupled with pitch-perfect acting and
1,dishonest and pat as any Hollywood fluff .
4,best and most exciting
2,robbed and replaced with a persecuted `` other
2,reduces
2,his circle
3,taking the Shakespeare parallels quite far enough
2,of its two main characters
4,delightful cast
2,confronting the Demons of his own fear and paranoia
2,It 's not as awful as some of the recent Hollywood trip tripe ... but
1,Feral and uncomfortable
3,detailing how one international city welcomed tens of thousands of German Jewish refugees while the world 's democracie
3,is a gem
3,warm your heart
3,that is worthy of our respect
3,At its best -LRB- and it does have some very funny sequences -RRB- Looking for Leonard
2,LaBute deal with the subject of love head-on
2,hip huggers
1,that crawls along at a snail 's pace
3,is filled with raw emotions conveying despair and love
2,and Bible-study groups
2,goes right over the edge
0,is ironically muted by the very people who are intended to make it shine
2,its expiration date
1,The messy emotions raging throughout this three-hour effort
1,Wertmuller 's social mores and politics to tiresome jargon
1,might want to think twice before booking passage
2,Frank McKlusky C.I.
1,is difficult to connect with on any deeper level
2,Wilde
1,shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls
3,a thing that already knows it 's won
2,the Assassin
2,earplugs
2,it 's over
2,idea way
2,handling
1,the guise of a modern motion picture
2,Salma
2,Writer\/director Alexander Payne -LRB- Election -RRB- and
2,in recent memory
3,an hour 's worth of actual material
2,both black and white
1,with a few four letter words thrown in that are generally not heard on television
2,tones in Spielberg 's work
1,is very slow
3,be delighted simply to spend more time with familiar cartoon characters
4,Idemoto and Kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger
2,curiously adolescent movie
3,fantastic
1,beyond the very basic dictums of human decency
3,better movie experience
2,how to create and sustain a mood
1,This is n't a new idea .
0,another gross-out college comedy -- ugh .
2,Draggin ' about dragons
2,deeper story
2,Denzel Washington
2,Swanson
2,comedy only half
2,\*
2,for your money
2,an accent
2,if it made its original release date last fall
2,blending
3,be used as analgesic balm for overstimulated minds
3,more than exposes the roots of the skateboarding boom that would become `` the punk kids ' revolution
3,abridged edition
2,dramatic constructs
3,should give `` Scratch '' a second look .
2,spits it back
2,Many of Benjamins ' elements
2,surreal ache
3,a younger lad
3,without in any way demeaning its subjects
1,so many merchandised-to-the-max movies
2,has the high-buffed gloss and high-octane jolts
2,the talk
2,pursuing
1,warped
3,I become very involved in the proceedings ; to me
2,of parent-child relationships
1,shake the feeling that it was intended to be a different kind of film
1,Less a study in madness or love than a study in schoolgirl obsession .
1,suffocating
2,far as
2,compromise
1,Where the film falters is in its tone .
0,bad direction
0,hate
3,in its final surprising shots
1,`` One look at a girl in tight pants and big tits and you turn stupid ? ''
2,hypnotic
2,`` Sum '' is Jack Ryan 's `` do-over . ''
2,del Padre Amaro
2,old familiar
2,Shrewd but
3,If legendary shlockmeister Ed Wood had ever made a movie about a vampire
0,dullest science fiction
3,more than a whiff
3,Thumbs up
2,drug jokes
3,permits laughter
2,rent the Disney version .
0,will you feel after an 88-minute rip-off of The Rock with action confined to slo-mo gun firing and random glass-shattering ?
2,ace Japanimator Hayao Miyazaki 's
2,history lesson
0,is frustratingly unconvincing .
1,mean-spirited second half
3,for every taste
2,own bathos
2,cracking up or throwing up
2,Anne-Sophie Birot 's off-handed way of saying girls find adolescence difficult to wade through
3,enjoyable level
3,the best-sustained ideas
2,understand why snobbery is a better satiric target than middle-America
3,'ll buy the soundtrack .
1,afraid of the bad reviews they thought they 'd earn
1,of quiet desperation
2,merit as this one come along
2,flag
3,A potentially good comic premise and excellent cast
3,a clever
3,real-life happening
2,sustain a high enough level of invention
2,otherwise
2,Spend your Benjamins
3,3000
2,memory and regret
2,these families
1,worse stunt editing or
3,There 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .
0,the disjointed feel of a bunch of strung-together TV episodes .
0,most depressing movie-going experiences
2,of the strangest
2,gaze
2,get-go
2,ad I
1,is creepy
1,the resolutions
2,this dog
2,at a change in expression
2,too much obvious
2,in movies that explore the seamy underbelly of the criminal world
3,pays earnest homage to turntablists
2,we have n't seen before from Murphy
2,drenched
3,An ambitious movie
2,The Waterboy
1,will only satisfy the most emotionally malleable of filmgoers .
1,forced avuncular chortles
2,assembled
3,to probe questions of attraction and interdependence
2,of quirks
2,knitting
1,The comedy Death to Smoochy is a rancorous curiosity : a movie without an apparent audience .
2,Hungry-Man portions
2,a seasonal holiday kids
2,with the misconceived final 5
3,succeeded only in making me groggy .
2,when the rope snaps
2,J. Wilson
1,sits there like a side dish no one ordered
2,Michael Idemoto as Michael
2,Perhaps
2,the universe
1,The ending does n't work ...
3,#NOM?
2,to Toback 's Heidegger - and Nietzsche-referencing dialogue
2,into an electric pencil sharpener
0,As predictable as the outcome of a Globetrotters-Generals game
2,cheeks
2,the obstacle course
2,a comparison
2,Chen films
1,about its ideas and
1,boorish
2,that he brings together
4,downright intoxicating
2,overall vibe
1,is too crazy to be interesting
2,it 's talking and
2,Christian Bale 's Quinn -LRB- is -RRB- a leather clad grunge-pirate with a hairdo like Gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . '
1,its essential problem
4,is surprisingly refreshing
2,the knowledge
2,thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .
2,the heart-breakingly extensive annals of white-on-black racism
2,been 20 years since 48 Hrs
2,care about
3,witness the crazy confluence of purpose and taste
3,shoots and scores
2,stark
2,teenage
2,greater knowledge
2,the season than the picture
3,music and laughter
2,luster
2,committed to film .
2,heading nowhere
4,the best sports movie I 've ever seen
2,his writer
2,of sixties-style slickness in which the hero might wind up
2,Alternating between facetious
2,'re engulfed by it
2,is something like nostalgia . '
2,shave
4,delightful entree
2,count
0,just plain awful but still
2,a bank manager
2,seeds
2,moral-condundrum
2,comfortable with taking insane liberties and doing the goofiest stuff out of left field
1,pointless meditation on losers in a gone-to-seed hotel
1,The hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .
1,an overflowing septic tank
2,a willingness
2,peopled mainly by characters so unsympathetic
2,Year selection
2,to sustain interest to the end
3,has the chops of a smart-aleck film school brat and the imagination of a big kid
3,gloriously alive
1,its body humour and reinforcement of stereotypes
2,was sent a copyof this film to review on DVD .
1,ai n't what it used to be
2,tables
2,kooky and
2,mars the spirit of good clean fun
2,be ` easier '
2,resumes
2,incessant lounge music
1,trash can
3,potentially good comic premise
2,across
3,baroque beauty
2,get on a board and
3,the meaning and value of family
2,of filling in the background .
2,The Damned
1,of inexcusable dumb innocence
3,ultimately worthwhile
2,gross-out comedies
2,X.
1,by now intolerable
2,circular structure
4,to see a romance this smart
2,spelled
3,works - mostly due to its superior cast of characters .
3,Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while
3,finest
2,hold and grips
2,a movie that gets under your skin
2,are moments of jaw-droppingly odd behavior
2,flavour
2,the most undeserving victim of critical overkill
2,credit
1,opening the man 's head and heart is the only imaginable reason for the film to be made
2,screen material
3,passion and attitude
4,One of the most exciting action films to come out of China in recent years .
